SensorReadingID,MachineID,ReadingTimestamp,Temperature,Vibration,Pressure,RPM,PowerConsumptionKW,IsAnomaly
71,17,2025-05-21 11:05:39.620,57.019,3.329,54.508,2273.45,12.334,0
72,8,2023-03-31 05:58:35.609,66.219,3.446,50.803,2165.3,12.758,0
73,10,2024-09-22 17:35:19.720,70.221,1.59,51.063,2720.45,15.495,0
74,13,2025-09-12 08:38:54.477,55.035,0.924,48.544,1971.94,12.861,0
75,1,2023-07-02 14:44:25.414,77.281,1.974,43.112,2283.02,8.107,0
76,31,2025-03-24 10:12:10.516,58.937,2.52,43.498,2382.52,20.298,0
77,3,2025-07-02 01:48:10.669,98.828,14.586,6.32,141.07,1.472,1
78,11,2025-12-19 23:27:07.039,62.359,2.331,41.861,2113.59,16.256,0
79,34,2025-10-02 21:24:45.093,45.098,3.522,46.69,1837.89,8.774,0
80,23,2023-05-20 13:27:52.236,78.411,1.744,39.233,2541.19,13.016,0
81,16,2025-02-18 14:55:36.060,57.497,2.673,39.871,2530.25,15.184,0
82,22,2024-10-09 16:02:30.826,69.256,2.789,53.806,2199.91,8.454,0
83,3,2023-03-22 18:13:00.576,68.596,4.169,39.926,2091.56,13.249,0
84,29,2025-09-24 04:31:07.065,64.569,1.714,50.609,2896.01,12.588,0
85,28,2023-11-13 18:34:16.325,57.767,1.261,46.29,2531.16,13.426,0
86,9,2025-03-14 02:53:08.106,64.981,2.029,39.539,2450.43,14.741,0
87,33,2023-04-02 17:59:16.192,52.634,3.772,47.87,2619.88,7.974,0
88,24,2025-01-07 22:16:42.073,54.073,2.381,47.514,2738.91,14.118,0
89,21,2024-04-25 06:04:02.777,63.059,1.679,51.15,1910.59,16.885,0
90,18,2025-10-31 12:30:20.337,62.725,3.772,48.395,2158.9,10.442,0
91,20,2024-06-24 03:45:08.299,62.273,2.843,45.386,2021.86,11.503,0
92,34,2025-09-09 13:05:12.199,65.629,0.797,47.291,1906.08,8.54,0
93,28,2023-11-09 08:33:33.208,51.501,1.065,38.223,1987.29,17.86,0
94,12,2025-11-10 02:20:21.107,60.793,2.642,47.002,2239.32,11.768,0
95,14,2024-04-16 10:31:46.215,55.438,3.661,54.036,1695.2,8.928,0
96,21,2023-04-19 21:58:49.948,62.762,1.728,47.53,1981.52,18.495,0
97,8,2023-11-12 04:31:05.905,74.524,2.67,50.135,2531.77,10.308,0
98,15,2025-08-27 10:58:33.630,58.47,2.563,49.308,2241.72,7.269,0
99,17,2025-12-18 17:48:37.766,58.577,2.441,44.622,2791.76,7.842,0
100,15,2024-12-30 17:52:31.173,69.045,3.691,56.357,2078.68,13.474,0
101,14,2024-08-27 14:51:19.039,69.558,2.656,44.506,2330.79,4.403,0
102,11,2023-01-30 22:45:40.598,70.457,2.601,43.888,2814.06,9.975,0
103,35,2024-08-12 00:25:49.473,61.775,4.093,40.84,2034.97,11.559,0
104,32,2025-06-30 14:13:05.230,121.976,18.829,6.365,82.45,1.606,1
105,14,2023-11-05 14:41:24.333,67.607,3.467,50.707,2032.2,15.808,0
106,28,2025-03-12 15:18:35.706,66.704,3.493,47.868,1743.52,17.24,0
107,30,2023-11-19 23:03:53.111,65.414,2.961,38.28,2351.6,15.309,0
108,8,2024-05-01 14:57:54.215,80.483,3.62,47.771,1736.69,12.397,0
109,17,2023-04-06 02:46:53.197,60.26,2.688,38.918,2136.95,10.448,0
110,18,2025-03-12 03:20:05.126,60.615,2.069,44.321,2285.86,4.505,0
111,23,2025-05-29 23:41:15.433,45.989,2.229,44.011,2256.73,9.817,0
112,15,2025-03-07 11:03:45.327,65.076,2.601,41.327,2504.04,12.531,0
113,33,2024-01-03 04:39:38.418,69.376,2.555,55.518,2378.92,10.536,0
114,33,2025-01-05 22:18:04.307,71.568,1.19,45.598,2295.75,12.393,0
115,21,2025-09-04 00:55:17.538,101.415,12.586,8.766,61.51,0.51,1
116,7,2025-10-17 22:37:51.804,74.229,3.609,43.489,1419.06,10.916,0
117,21,2023-07-28 11:40:38.033,64.487,1.692,42.424,2659.06,13.995,0
118,3,2025-11-05 08:31:02.208,57.603,1.222,43.365,2135.96,13.489,0
119,16,2023-05-30 21:03:59.031,60.717,2.909,54.676,2444.65,11.856,0
120,15,2025-01-07 07:34:32.679,63.535,2.215,50.903,2011.81,12.136,0
121,10,2024-06-14 12:50:54.520,65.41,2.099,38.138,2296.89,11.817,0
122,32,2023-11-06 10:43:09.925,69.002,2.073,51.104,1936.97,17.136,0
123,6,2025-11-07 03:53:05.589,51.019,2.848,47.377,1961.33,13.273,0
124,14,2023-01-04 12:02:08.992,75.236,0.727,47.514,1452.02,9.103,0
125,14,2025-02-16 10:33:02.187,100.985,9.905,14.29,181.94,2.768,1
126,17,2024-11-02 15:34:46.840,78.033,3.594,39.156,1411.88,10.436,0
127,16,2024-11-29 07:08:25.431,74.142,1.114,39.099,2279.06,19.71,0
128,12,2025-08-19 06:56:24.037,54.134,1.382,46.693,2561.4,10.128,0
129,19,2025-01-01 10:24:14.662,52.029,2.847,48.074,2733.6,13.971,0
130,26,2024-10-16 15:17:26.096,71.625,2.29,57.208,2080.56,10.164,0
131,19,2023-04-16 16:53:36.114,79.476,1.321,35.763,2235.87,11.995,0
132,19,2024-04-04 10:55:51.694,63.177,3.295,40.459,2219.25,10.92,0
133,16,2024-12-26 08:21:00.103,57.87,2.451,49.263,2836.17,13.738,0
134,30,2025-11-13 03:58:19.402,44.913,2.469,45.249,2480.86,12.554,0
135,23,2025-02-02 04:20:03.489,75.025,2.813,52.794,2068.38,12.433,0
136,31,2025-07-08 22:22:31.313,71.613,2.042,41.05,2011.19,9.752,0
137,27,2025-01-22 12:11:32.465,108.789,14.662,9.232,113.97,2.039,1
138,18,2024-07-09 16:46:08.220,65.57,1.465,41.522,1924.56,15.719,0
139,27,2023-03-08 13:54:34.927,61.83,3.355,48.021,2891.09,7.562,0
140,17,2025-01-09 02:42:43.761,75.074,3.417,40.133,2502.14,13.008,0
141,29,2024-04-10 14:14:13.545,63.18,1.841,41.404,2814.94,12.002,0
142,4,2023-10-21 19:22:36.842,71.257,1.867,41.101,2524.6,7.951,0
143,22,2024-11-27 17:04:31.980,61.678,2.527,45.557,2146.27,13.187,0
144,29,2024-03-24 17:50:50.468,70.543,3.088,40.071,2114.75,15.584,0
145,11,2024-08-09 22:25:27.185,72.157,1.402,46.757,1606.53,12.141,0
146,8,2025-11-03 22:13:42.360,80.182,1.742,40.828,2429.21,7.372,0
147,22,2023-05-22 11:46:44.356,59.938,2.977,41.829,2129.21,14.233,0
148,2,2025-05-28 15:24:37.544,68.372,2.713,43.304,2311.02,11.629,0
149,22,2025-09-25 21:22:00.036,68.662,2.102,44.087,1903.01,11.895,0
150,5,2024-12-18 03:36:07.192,58.512,1.609,46.293,2263.82,14.349,0
151,24,2024-08-09 08:13:17.676,61.551,2.826,47.754,2333.43,9.523,0
152,35,2024-03-09 02:25:51.139,66.195,2.791,45.036,1574.06,12.481,0
153,19,2025-05-27 09:46:48.625,82.7,2.212,41.36,2312.0,12.937,0
154,22,2024-03-28 16:01:40.627,74.542,1.494,48.657,2377.13,11.574,0
155,16,2025-10-26 07:33:45.230,133.633,9.58,10.871,161.3,2.194,1
156,2,2025-04-06 20:36:04.368,67.709,2.943,43.163,2138.88,17.42,0
157,33,2024-03-11 17:47:42.298,62.194,3.34,46.694,2099.76,7.966,0
158,11,2023-11-06 23:35:52.415,127.417,14.133,9.46,119.13,2.572,1
159,16,2023-02-06 23:41:10.332,66.693,2.927,49.197,2565.46,15.172,0
160,25,2024-12-18 12:39:07.908,71.978,2.248,42.141,2299.78,14.799,0
161,18,2025-08-01 20:55:53.394,63.218,3.352,52.263,1925.1,9.489,0
162,33,2025-03-01 17:07:34.357,63.877,2.746,42.377,2605.66,13.272,0
163,27,2023-01-23 01:39:06.496,65.316,1.351,38.421,2284.3,5.602,0
164,35,2024-10-24 08:01:57.028,73.101,2.373,61.215,2892.37,11.456,0
165,26,2023-08-01 17:47:08.259,64.149,3.296,53.516,1708.59,6.641,0
166,20,2025-05-09 07:48:06.457,60.024,2.966,47.484,2520.93,8.401,0
167,2,2023-11-27 20:36:23.438,46.471,3.186,40.859,1594.45,12.435,0
168,7,2023-10-17 09:00:51.924,71.345,2.402,42.711,2152.19,10.888,0
169,31,2024-02-17 08:32:29.211,54.216,1.928,47.606,2296.5,12.504,0
170,15,2025-11-24 17:46:21.880,57.039,2.355,34.115,2253.54,16.287,0
171,31,2023-11-08 10:38:09.814,53.207,2.031,46.646,2575.85,10.655,0
172,33,2023-09-25 20:27:24.882,110.356,13.33,10.458,126.33,2.654,1
173,32,2025-03-07 16:12:35.557,63.301,3.703,44.949,2288.91,12.745,0
174,35,2025-02-21 11:07:44.833,51.995,2.731,42.187,1773.65,10.449,0
175,2,2024-03-11 02:19:18.079,60.797,3.324,39.681,1963.05,12.706,0
176,24,2024-06-06 02:28:12.038,54.394,1.973,36.678,2476.0,11.096,0
177,20,2023-12-31 00:24:15.406,64.873,3.233,41.389,2106.4,8.831,0
178,6,2023-04-15 10:49:25.828,56.532,1.764,42.538,2084.56,12.866,0
179,32,2024-10-11 18:48:09.067,57.87,2.756,47.425,2059.65,9.586,0
180,26,2024-11-06 01:19:01.209,65.681,2.338,46.102,2670.96,12.206,0
181,15,2023-03-06 12:45:29.318,59.886,1.787,40.739,1761.17,14.798,0
182,27,2023-12-08 01:02:10.598,47.134,2.89,40.66,2046.28,9.306,0
183,10,2023-02-09 23:28:30.640,76.567,2.513,48.952,2590.16,12.49,0
184,27,2025-08-12 05:07:32.279,55.435,2.323,41.289,2048.95,11.716,0
185,14,2025-04-06 18:23:48.512,63.927,2.83,47.787,2159.76,13.21,0
186,35,2024-07-01 07:09:01.640,60.605,3.552,42.172,2559.16,7.572,0
187,16,2023-12-19 09:54:05.498,61.957,2.235,46.395,2458.55,8.252,0
188,33,2024-08-30 12:20:03.804,56.136,1.378,51.601,2289.28,8.747,0
189,6,2025-10-05 17:56:04.874,61.455,3.445,43.609,2098.84,9.656,0
190,5,2024-02-16 09:01:45.857,56.8,3.447,53.37,1904.44,16.215,0
191,11,2024-07-23 07:59:50.652,61.101,2.927,52.051,2156.48,11.016,0
192,13,2024-04-24 04:09:39.993,71.409,1.612,50.735,2242.84,10.267,0
193,3,2025-08-27 15:00:52.053,60.167,1.393,42.319,2120.79,8.816,0
194,34,2024-06-17 11:26:30.998,64.636,2.878,43.933,2398.82,9.579,0
195,27,2024-03-13 08:22:50.521,73.027,2.597,52.726,2924.27,10.589,0
196,28,2025-12-26 08:09:37.918,61.567,2.303,47.979,2597.79,10.042,0
197,18,2024-07-26 02:46:37.565,68.05,2.391,48.091,2652.84,11.279,0
198,24,2024-09-09 08:56:12.729,51.641,3.095,40.836,2157.07,14.361,0
199,19,2024-07-26 23:02:33.369,67.379,2.419,42.121,1330.03,14.095,0
200,24,2024-07-22 17:18:02.623,62.976,3.711,46.99,2037.66,15.201,0
201,30,2023-08-19 15:01:05.625,74.209,2.325,50.968,2033.41,12.479,0
202,9,2023-06-29 20:10:48.661,69.571,3.128,48.108,2100.2,15.281,0
203,31,2023-01-11 18:06:02.797,64.005,2.045,42.228,2782.0,9.774,0
204,10,2024-05-30 04:34:03.027,75.333,1.592,47.44,2289.13,16.864,0
205,1,2023-12-08 11:10:06.935,59.765,1.755,44.417,2699.44,9.348,0
206,7,2024-08-11 19:35:01.226,44.293,2.548,49.748,1895.86,14.544,0
207,4,2024-11-15 08:17:03.272,56.713,2.383,48.763,1843.76,12.545,0
208,5,2024-01-19 17:53:57.832,74.72,2.879,41.397,2655.62,13.975,0
209,15,2024-01-13 17:28:54.030,129.639,19.705,9.03,101.25,2.121,1
210,13,2023-10-28 15:58:42.814,62.204,1.882,46.896,2569.07,10.209,0
211,28,2024-10-01 23:49:44.972,45.878,2.17,49.567,2361.29,13.285,0
212,26,2025-10-20 01:36:43.681,62.76,1.477,47.576,1949.72,18.552,0
213,13,2023-03-26 20:04:21.319,69.564,2.035,41.943,2172.12,11.281,0
214,14,2023-11-03 14:01:11.352,73.935,2.649,41.342,2767.13,12.148,0
215,7,2023-05-19 17:47:00.341,71.151,2.013,46.816,2293.33,6.331,0
216,25,2023-12-28 12:36:35.253,81.122,3.533,43.014,1869.32,13.043,0
217,18,2025-11-24 11:47:44.152,65.694,2.785,45.958,2351.87,16.342,0
218,31,2023-08-18 04:34:49.287,103.641,16.0,9.727,140.37,1.724,1
219,15,2025-12-19 01:12:44.241,48.536,2.785,37.939,2227.05,10.434,0
220,10,2023-06-06 22:47:59.871,69.055,2.398,40.87,1971.91,17.797,0
221,1,2023-12-21 01:19:09.761,68.548,1.138,47.754,2141.6,12.014,0
222,4,2023-05-30 23:42:03.905,71.559,3.447,40.706,2191.08,10.362,0
223,28,2024-12-29 00:03:13.613,69.775,2.314,45.146,2118.92,11.682,0
224,33,2025-04-12 04:59:42.655,78.637,4.413,46.885,2170.01,7.213,0
225,26,2024-02-18 03:41:42.061,58.917,2.399,41.425,2017.03,16.726,0
226,31,2024-01-24 17:10:48.324,65.23,2.595,41.629,2553.26,11.362,0
227,21,2024-08-04 02:24:54.478,60.833,1.235,44.694,2034.38,17.054,0
228,14,2025-11-12 02:51:50.541,79.751,1.512,39.389,2117.1,9.552,0
229,18,2025-02-17 22:13:01.108,66.739,2.239,46.403,2504.83,8.807,0
230,29,2024-06-20 15:39:26.283,72.962,1.917,55.742,2686.29,11.661,0
231,8,2024-09-02 21:44:44.247,57.291,1.576,49.368,2190.88,14.781,0
232,23,2023-07-14 22:09:57.943,82.634,1.884,38.849,2257.77,15.434,0
233,30,2025-04-23 23:10:22.449,57.476,2.528,51.85,1710.14,12.706,0
234,28,2023-08-23 02:08:14.521,60.679,2.599,48.549,2266.24,8.969,0
235,13,2024-02-23 18:58:51.171,60.99,3.641,46.645,2452.1,12.751,0
236,1,2023-08-03 10:34:20.367,71.473,2.183,41.162,2429.11,15.382,0
237,13,2023-01-07 03:33:00.247,57.686,2.039,44.184,2685.95,13.689,0
238,7,2025-09-24 14:09:03.831,54.407,2.426,43.771,1848.02,11.686,0
239,33,2025-10-06 02:42:02.489,62.68,2.211,42.963,2641.42,10.909,0
240,3,2024-12-09 16:53:31.677,65.397,2.453,42.475,2223.85,12.196,0
241,26,2023-02-18 02:08:56.214,65.638,1.813,43.969,2428.1,11.461,0
242,17,2023-10-28 05:17:17.768,66.294,2.634,47.087,2367.6,11.478,0
243,2,2025-08-03 04:30:36.912,57.709,1.525,50.088,2431.08,13.948,0
244,30,2024-06-20 21:05:48.312,71.49,2.371,41.876,1905.88,8.732,0
245,35,2025-06-03 03:16:42.278,139.233,15.713,11.047,196.49,1.443,1
246,2,2024-11-02 03:33:01.916,62.646,3.585,43.998,2269.55,15.438,0
247,12,2025-08-11 15:35:58.042,58.781,3.747,37.348,2688.89,10.882,0
248,27,2025-07-02 07:12:47.625,63.058,0.988,42.726,1888.06,10.177,0
249,29,2024-11-29 00:55:33.356,63.902,3.266,46.038,2292.3,8.713,0
250,7,2025-07-28 09:21:25.928,57.954,3.939,41.324,2696.86,11.271,0
251,13,2024-12-18 08:09:54.924,65.018,3.356,51.359,2166.76,10.835,0
252,22,2025-07-05 19:32:53.957,64.553,2.77,49.457,2201.27,13.857,0
253,21,2025-09-10 00:30:52.209,78.107,2.805,46.558,1744.33,4.108,0
254,24,2024-07-19 09:25:37.251,68.107,2.424,42.426,2273.06,11.819,0
255,26,2024-03-31 22:25:58.683,74.022,2.569,41.265,2497.05,11.349,0
256,4,2023-03-13 03:00:53.244,69.212,2.118,41.751,2225.25,12.038,0
257,33,2023-06-11 12:39:59.437,68.839,2.285,35.818,2070.17,14.381,0
258,12,2024-04-30 12:31:20.374,62.621,2.303,49.932,1986.41,7.372,0
259,13,2025-01-24 03:28:30.114,63.715,2.113,40.169,2147.39,13.475,0
260,1,2023-12-07 17:24:13.165,64.926,2.746,54.067,2097.14,12.835,0
261,8,2024-01-09 21:22:17.201,60.926,1.823,42.075,2056.37,13.078,0
262,6,2024-09-11 23:27:16.213,83.793,1.927,42.917,2181.06,13.187,0
263,8,2025-10-02 05:19:53.422,67.108,3.527,32.868,1483.92,10.512,0
264,6,2023-07-23 07:06:56.207,73.778,1.247,29.962,2371.35,12.731,0
265,2,2025-04-19 13:28:08.774,56.278,1.712,40.151,2233.16,10.121,0
266,14,2024-11-29 13:12:38.984,68.953,0.216,40.716,1862.18,11.231,0
267,16,2023-12-04 00:31:09.821,60.696,3.138,35.703,2213.65,13.675,0
268,13,2025-03-29 09:53:37.022,79.853,2.115,46.622,1658.84,4.824,0
269,20,2023-02-28 09:39:06.479,71.758,2.496,50.893,1787.98,13.56,0
270,12,2023-11-02 11:09:28.922,79.951,2.836,46.383,2202.57,7.287,0
271,27,2023-09-05 10:14:19.640,75.845,2.011,47.522,1731.09,8.462,0
272,13,2023-07-13 22:30:20.369,76.481,2.222,52.266,2176.53,6.474,0
273,29,2023-10-17 16:14:46.921,72.137,2.028,48.493,2207.56,7.371,0
274,24,2024-01-18 00:01:10.880,66.314,4.257,47.465,2182.74,15.226,0
275,29,2025-06-27 07:15:43.228,66.685,2.668,39.542,2270.15,15.106,0
276,11,2023-02-10 05:17:35.317,58.312,3.64,44.541,1933.67,14.993,0
277,25,2023-06-20 11:54:25.472,62.706,3.108,43.541,2182.05,13.481,0
278,28,2024-01-15 21:05:52.177,67.327,0.904,39.394,2478.82,11.604,0
279,19,2023-08-16 03:42:21.773,60.81,1.413,39.601,1593.46,11.696,0
280,33,2024-08-27 00:20:32.992,60.212,1.727,44.659,2309.19,18.28,0
281,18,2023-04-10 09:06:25.605,52.905,3.428,49.866,1966.27,12.61,0
282,17,2023-08-27 23:44:21.457,61.339,2.649,52.546,2381.68,13.526,0
283,8,2024-07-20 03:32:37.146,61.558,1.313,43.958,2561.98,7.418,0
284,31,2023-06-03 02:20:44.183,56.559,2.601,40.077,1962.24,10.729,0
285,24,2024-09-09 07:51:37.787,54.075,1.721,48.517,1807.79,7.206,0
286,3,2023-12-19 23:56:14.610,59.96,3.086,44.015,2060.63,12.133,0
287,23,2025-08-09 21:58:07.644,129.998,18.3,12.828,103.95,2.218,1
288,27,2024-06-04 16:01:58.196,51.034,2.183,44.155,1683.65,9.252,0
289,7,2023-07-24 21:17:26.554,73.373,3.108,49.685,2023.27,10.603,0
290,11,2024-05-26 04:35:15.313,50.695,3.246,50.483,2525.18,16.812,0
291,2,2024-04-25 17:08:56.163,68.377,3.746,43.998,1669.9,14.582,0
292,28,2025-03-11 09:29:37.267,50.569,2.636,49.777,2297.28,18.835,0
293,16,2023-10-04 13:39:53.800,49.273,2.434,45.087,1796.77,8.539,0
294,22,2024-06-12 09:36:48.700,58.239,1.62,44.46,2019.11,12.954,0
295,3,2025-11-28 23:43:18.705,70.195,2.965,42.949,2285.34,15.105,0
296,33,2023-04-29 02:26:15.704,68.565,3.987,49.911,2715.52,4.523,0
297,18,2025-11-10 14:38:43.406,65.773,2.241,44.375,1958.51,13.189,0
298,2,2023-06-29 14:36:08.607,50.533,2.823,41.141,2049.88,13.316,0
299,20,2025-08-28 19:43:23.049,65.63,3.343,40.152,2175.79,14.666,0
300,34,2023-08-06 07:35:06.441,67.89,2.84,50.54,2078.13,10.15,0
301,9,2023-05-23 05:31:51.343,69.607,2.38,50.611,2310.93,10.13,0
302,4,2025-11-28 12:08:39.702,67.707,1.778,49.735,1780.85,15.666,0
303,10,2025-05-27 15:08:50.345,67.567,2.368,48.817,2353.4,15.991,0
304,11,2024-05-19 08:14:43.491,75.568,2.782,40.641,2037.55,11.785,0
305,13,2025-08-24 20:03:02.071,73.654,2.135,43.135,2754.51,11.687,0
306,6,2023-07-22 03:07:16.694,59.922,3.121,44.719,1783.12,15.123,0
307,28,2023-04-09 17:35:09.557,59.024,2.535,44.659,2269.03,5.427,0
308,24,2023-01-06 09:56:55.986,62.319,3.4,51.327,1902.61,14.762,0
309,7,2024-05-30 12:38:32.100,58.909,2.2,43.39,2232.64,15.004,0
310,14,2025-09-26 13:15:08.812,67.117,2.399,49.837,1959.2,11.768,0
311,30,2025-02-12 07:34:09.710,72.966,2.923,42.668,1746.11,12.933,0
312,7,2024-02-29 09:26:32.827,52.371,2.33,50.895,2379.03,5.929,0
313,9,2024-03-13 20:56:23.763,66.604,2.245,38.631,2300.51,10.525,0
314,19,2025-06-16 16:06:34.131,61.116,2.599,41.871,2228.72,10.22,0
315,28,2024-10-15 15:33:12.970,60.692,3.294,50.473,1687.4,14.241,0
316,23,2024-06-18 16:46:08.977,76.189,3.746,47.602,1882.78,13.89,0
317,2,2023-08-31 18:07:10.106,58.046,2.226,46.915,1958.57,8.561,0
318,16,2024-02-09 04:48:13.820,68.726,3.994,51.216,2412.16,14.938,0
319,1,2024-10-30 13:41:17.670,70.102,2.86,49.493,1789.49,12.598,0
320,5,2024-12-07 21:46:14.220,64.352,2.563,42.693,2356.15,9.546,0
321,13,2023-02-18 10:50:07.159,60.729,1.977,49.32,2196.48,10.618,0
322,6,2024-01-07 20:20:14.320,62.013,2.503,53.111,1829.04,14.027,0
323,28,2023-06-15 01:38:46.058,68.775,1.794,52.334,2361.78,10.477,0
324,31,2023-02-08 03:14:40.707,50.125,2.683,44.776,1890.79,8.869,0
325,27,2023-07-16 13:43:54.762,71.948,0.935,46.571,2143.77,13.491,0
326,34,2025-07-02 11:37:47.889,62.646,2.735,41.286,2185.24,13.467,0
327,6,2024-01-15 04:25:08.026,66.207,2.804,40.36,2022.8,10.28,0
328,26,2025-05-29 21:18:02.699,101.474,9.256,6.921,169.34,0.853,1
329,21,2023-05-21 23:16:27.589,62.788,2.779,40.511,2053.69,15.223,0
330,30,2023-01-13 16:32:59.853,68.971,4.16,50.901,2543.29,7.836,0
