MachineID,ReadingTimestamp,Temperature,Vibration,Pressure,RPM,PowerConsumptionKW,IsAnomaly
25,36:35.3,81.122,3.533,43.014,1869.32,13.043,0
18,47:44.2,65.694,2.785,45.958,2351.87,16.342,0
31,34:49.3,103.641,16,9.727,140.37,1.724,1
15,12:44.2,48.536,2.785,37.939,2227.05,10.434,0
10,47:59.9,69.055,2.398,40.87,1971.91,17.797,0
1,19:09.8,68.548,1.138,47.754,2141.6,12.014,0
4,42:03.9,71.559,3.447,40.706,2191.08,10.362,0
28,03:13.6,69.775,2.314,45.146,2118.92,11.682,0
33,59:42.7,78.637,4.413,46.885,2170.01,7.213,0
26,41:42.1,58.917,2.399,41.425,2017.03,16.726,0
31,10:48.3,65.23,2.595,41.629,2553.26,11.362,0
21,24:54.5,60.833,1.235,44.694,2034.38,17.054,0
14,51:50.5,79.751,1.512,39.389,2117.1,9.552,0
18,13:01.1,66.739,2.239,46.403,2504.83,8.807,0
29,39:26.3,72.962,1.917,55.742,2686.29,11.661,0
8,44:44.2,57.291,1.576,49.368,2190.88,14.781,0
23,09:57.9,82.634,1.884,38.849,2257.77,15.434,0
30,10:22.4,57.476,2.528,51.85,1710.14,12.706,0
28,08:14.5,60.679,2.599,48.549,2266.24,8.969,0
13,58:51.2,60.99,3.641,46.645,2452.1,12.751,0
1,34:20.4,71.473,2.183,41.162,2429.11,15.382,0
13,33:00.2,57.686,2.039,44.184,2685.95,13.689,0
7,09:03.8,54.407,2.426,43.771,1848.02,11.686,0
33,42:02.5,62.68,2.211,42.963,2641.42,10.909,0
3,53:31.7,65.397,2.453,42.475,2223.85,12.196,0
26,08:56.2,65.638,1.813,43.969,2428.1,11.461,0
17,17:17.8,66.294,2.634,47.087,2367.6,11.478,0
2,30:36.9,57.709,1.525,50.088,2431.08,13.948,0
30,05:48.3,71.49,2.371,41.876,1905.88,8.732,0
35,16:42.3,139.233,15.713,11.047,196.49,1.443,1
2,33:01.9,62.646,3.585,43.998,2269.55,15.438,0
12,35:58.0,58.781,3.747,37.348,2688.89,10.882,0
27,12:47.6,63.058,0.988,42.726,1888.06,10.177,0
29,55:33.4,63.902,3.266,46.038,2292.3,8.713,0
7,21:25.9,57.954,3.939,41.324,2696.86,11.271,0
13,09:54.9,65.018,3.356,51.359,2166.76,10.835,0
22,32:54.0,64.553,2.77,49.457,2201.27,13.857,0
21,30:52.2,78.107,2.805,46.558,1744.33,4.108,0
24,25:37.3,68.107,2.424,42.426,2273.06,11.819,0
26,25:58.7,74.022,2.569,41.265,2497.05,11.349,0
4,00:53.2,69.212,2.118,41.751,2225.25,12.038,0
33,39:59.4,68.839,2.285,35.818,2070.17,14.381,0
12,31:20.4,62.621,2.303,49.932,1986.41,7.372,0
13,28:30.1,63.715,2.113,40.169,2147.39,13.475,0
1,24:13.2,64.926,2.746,54.067,2097.14,12.835,0
8,22:17.2,60.926,1.823,42.075,2056.37,13.078,0
6,27:16.2,83.793,1.927,42.917,2181.06,13.187,0
8,19:53.4,67.108,3.527,32.868,1483.92,10.512,0
6,06:56.2,73.778,1.247,29.962,2371.35,12.731,0
2,28:08.8,56.278,1.712,40.151,2233.16,10.121,0
14,12:39.0,68.953,0.216,40.716,1862.18,11.231,0
16,31:09.8,60.696,3.138,35.703,2213.65,13.675,0
13,53:37.0,79.853,2.115,46.622,1658.84,4.824,0
20,39:06.5,71.758,2.496,50.893,1787.98,13.56,0
12,09:28.9,79.951,2.836,46.383,2202.57,7.287,0
27,14:19.6,75.845,2.011,47.522,1731.09,8.462,0
13,30:20.4,76.481,2.222,52.266,2176.53,6.474,0
29,14:46.9,72.137,2.028,48.493,2207.56,7.371,0
24,01:10.9,66.314,4.257,47.465,2182.74,15.226,0
29,15:43.2,66.685,2.668,39.542,2270.15,15.106,0
11,17:35.3,58.312,3.64,44.541,1933.67,14.993,0
25,54:25.5,62.706,3.108,43.541,2182.05,13.481,0
28,05:52.2,67.327,0.904,39.394,2478.82,11.604,0
19,42:21.8,60.81,1.413,39.601,1593.46,11.696,0
33,20:33.0,60.212,1.727,44.659,2309.19,18.28,0
18,06:25.6,52.905,3.428,49.866,1966.27,12.61,0
17,44:21.5,61.339,2.649,52.546,2381.68,13.526,0
8,32:37.1,61.558,1.313,43.958,2561.98,7.418,0
31,20:44.2,56.559,2.601,40.077,1962.24,10.729,0
24,51:37.8,54.075,1.721,48.517,1807.79,7.206,0
3,56:14.6,59.96,3.086,44.015,2060.63,12.133,0
23,58:07.6,129.998,18.3,12.828,103.95,2.218,1
27,01:58.2,51.034,2.183,44.155,1683.65,9.252,0
7,17:26.6,73.373,3.108,49.685,2023.27,10.603,0
11,35:15.3,50.695,3.246,50.483,2525.18,16.812,0
2,08:56.2,68.377,3.746,43.998,1669.9,14.582,0
28,29:37.3,50.569,2.636,49.777,2297.28,18.835,0
16,39:53.8,49.273,2.434,45.087,1796.77,8.539,0
22,36:48.7,58.239,1.62,44.46,2019.11,12.954,0
3,43:18.7,70.195,2.965,42.949,2285.34,15.105,0
33,26:15.7,68.565,3.987,49.911,2715.52,4.523,0
18,38:43.4,65.773,2.241,44.375,1958.51,13.189,0
2,36:08.6,50.533,2.823,41.141,2049.88,13.316,0
20,43:23.0,65.63,3.343,40.152,2175.79,14.666,0
34,35:06.4,67.89,2.84,50.54,2078.13,10.15,0
9,31:51.3,69.607,2.38,50.611,2310.93,10.13,0
4,08:39.7,67.707,1.778,49.735,1780.85,15.666,0
10,08:50.3,67.567,2.368,48.817,2353.4,15.991,0
11,14:43.5,75.568,2.782,40.641,2037.55,11.785,0
13,03:02.1,73.654,2.135,43.135,2754.51,11.687,0
6,07:16.7,59.922,3.121,44.719,1783.12,15.123,0
28,35:09.6,59.024,2.535,44.659,2269.03,5.427,0
24,56:56.0,62.319,3.4,51.327,1902.61,14.762,0
7,38:32.1,58.909,2.2,43.39,2232.64,15.004,0
14,15:08.8,67.117,2.399,49.837,1959.2,11.768,0
30,34:09.7,72.966,2.923,42.668,1746.11,12.933,0
7,26:32.8,52.371,2.33,50.895,2379.03,5.929,0
9,56:23.8,66.604,2.245,38.631,2300.51,10.525,0
19,06:34.1,61.116,2.599,41.871,2228.72,10.22,0
28,33:13.0,60.692,3.294,50.473,1687.4,14.241,0
23,46:09.0,76.189,3.746,47.602,1882.78,13.89,0
2,07:10.1,58.046,2.226,46.915,1958.57,8.561,0
16,48:13.8,68.726,3.994,51.216,2412.16,14.938,0
1,41:17.7,70.102,2.86,49.493,1789.49,12.598,0
5,46:14.2,64.352,2.563,42.693,2356.15,9.546,0
13,50:07.2,60.729,1.977,49.32,2196.48,10.618,0
6,20:14.3,62.013,2.503,53.111,1829.04,14.027,0
28,38:46.1,68.775,1.794,52.334,2361.78,10.477,0
31,14:40.7,50.125,2.683,44.776,1890.79,8.869,0
27,43:54.8,71.948,0.935,46.571,2143.77,13.491,0
34,37:47.9,62.646,2.735,41.286,2185.24,13.467,0
6,25:08.0,66.207,2.804,40.36,2022.8,10.28,0
26,18:02.7,101.474,9.256,6.921,169.34,0.853,1
21,16:27.6,62.788,2.779,40.511,2053.69,15.223,0
30,32:59.9,68.971,4.16,50.901,2543.29,7.836,0
26,10:18.2,71.111,2.458,42.245,2250.4,14.836,0
28,17:49.3,69.007,1.797,48.712,2008.72,12.65,0
29,10:42.5,62.573,2.325,48.831,1887.94,17.836,0
22,44:44.6,50.431,2.022,46.851,2375.29,11.699,0
8,48:04.8,64.541,2.828,43.845,2617.95,14.518,0
35,34:16.9,71.983,1.727,44.603,2109.86,8.983,0
6,10:34.1,67.881,2.07,48.277,1878.94,17.157,0
17,16:15.4,57.829,2.675,48.959,2028.81,14.557,0
30,51:28.0,55.167,3.662,45.071,2021.08,11.102,0
3,22:19.2,71.471,2.032,41.253,2133.54,8.469,0
24,55:54.7,79.564,2.047,49.158,2262.84,9.046,0
24,08:54.3,64.952,3.127,44.059,2557.93,15.065,0
19,23:27.5,102.828,12.335,9.922,60.6,1.404,1
18,58:35.7,72.351,2.614,45.05,2603.61,11.675,0
2,07:10.2,75.998,2.248,49.632,2268.6,17.19,0
3,04:10.7,53.184,1.569,54.158,1980.02,9.991,0
3,44:13.6,57.994,3.419,38.733,2206.74,11.203,0
12,45:05.3,73.292,2.049,47.076,1848.64,18.822,0
10,08:17.5,63.083,2.507,53.274,2024,17.002,0
18,45:05.3,61.708,3.037,42.137,1793.19,13.244,0
16,24:37.7,70.119,1.447,43.465,2560.23,13.8,0
34,06:51.7,61.838,2.022,54.741,1765.92,11.822,0
21,03:40.5,53.282,3.552,44.964,2253.45,20.307,0
7,40:24.7,60.252,3.899,43.046,2129.95,19.915,0
6,40:03.5,63.711,1.401,46.41,2148.18,13.101,0
20,05:09.6,118.987,15.579,8.601,69.41,1.44,1
17,29:21.2,63.931,2.697,40.989,2644.59,11.15,0
6,30:18.6,60.475,2.123,48.592,2152.68,10.075,0
8,59:06.7,78.323,1.815,45.178,2395.69,7.106,0
20,28:51.9,68.842,1.656,49.114,1911.2,14.078,0
16,04:39.4,73.847,3.189,46.257,2130.61,10.271,0
31,41:58.3,76.768,1.94,39.815,2399.61,9.612,0
18,44:17.3,57.399,1.345,42.585,2175.19,12.729,0
18,04:40.3,72.61,2.922,44.046,2140.54,13.53,0
26,08:08.3,75.181,2.601,42.654,1902.14,7.664,0
18,44:29.7,70.33,2.962,47.887,2161.4,16.221,0
27,33:07.4,61.127,3.264,44.806,2017.49,13.778,0
30,48:28.7,68.277,2.786,45.406,2188.63,19.165,0
21,02:29.4,74.474,3.078,45.559,2502.15,13.554,0
21,23:48.2,65.21,2.257,44.595,1248.87,12.632,0
30,23:03.3,61.092,3.774,45.097,1843.31,11.85,0
22,30:51.3,56.631,2.879,46.455,2487.35,9.627,0
1,44:41.6,65.272,1.408,48.507,2355.66,13.487,0
29,44:32.3,65.013,2.832,53.022,2114.47,12.416,0
32,33:02.6,56.311,1.805,45.489,2531.18,11.231,0
25,36:05.2,133.527,9.191,2.27,89.4,2.687,1
6,46:23.5,68.134,1.971,46.253,1956.41,15.553,0
23,39:27.8,60.28,3.029,38.676,2434.35,9.101,0
34,21:05.2,67.089,3.319,44,1891.25,13.49,0
21,23:54.8,58.272,2.177,46.327,2608.2,12.08,0
10,23:30.1,65.183,3.09,45.252,2390.66,15.236,0
23,22:23.7,62.378,0,40.91,2562.6,11.899,0
2,29:14.5,62.287,3.433,44.493,1572.24,7.484,0
32,47:48.1,68.349,2.446,52.273,1980.02,11.071,0
35,00:26.6,57.924,2.084,35.54,2084.29,11.844,0
8,37:47.0,63.909,4.22,54.167,1974.73,5.868,0
8,10:44.5,64.206,2.801,40.698,1956.71,16.748,0
11,27:55.9,62.94,3.03,40.348,2182.92,10.991,0
26,50:56.2,59.597,3.424,38.056,2290.02,10.935,0
14,46:13.0,68.319,2.227,49.336,1918.09,15.473,0
21,43:52.9,64.77,1.437,48.401,2140.35,6.876,0
21,34:00.2,67.66,3.305,51.411,2086.49,12.436,0
15,00:25.6,65.404,3.692,40.948,2060.6,9.496,0
30,31:42.2,53.407,2.698,53.006,2140.45,9.354,0
11,22:10.0,66.495,2.971,44.218,2621.06,9.563,0
19,42:22.8,62.704,2.737,46.965,2214.17,8.165,0
30,41:21.5,83.704,2.311,45.551,2385.03,10.09,0
7,31:40.7,65.455,1.958,47.078,2117.19,12.806,0
27,31:16.2,56.628,1.837,38.174,1986.84,4.279,0
15,40:23.7,62.543,2.073,45.755,2213.38,15.771,0
6,39:05.4,85.754,3.41,42.734,2051.98,14.606,0
2,32:01.5,51.533,2.248,43.809,2375.24,13.842,0
31,03:40.4,59.044,2.169,47.226,1960.32,15.618,0
2,07:48.2,69.873,2.637,46.955,2059.93,10.121,0
25,04:02.7,61.602,2.9,46.005,2073.19,14.249,0
11,09:59.9,63.608,1.945,46.272,1896.09,6.938,0
16,32:41.7,64.959,1.974,43.729,1909.98,15.627,0
13,11:31.3,59.708,2.154,46.889,1787.02,7.648,0
2,09:03.9,68.048,2.144,40.493,2381.01,9.564,0
16,52:34.6,62.804,1.783,46.517,2599.62,6.417,0
16,41:00.5,65.901,3.185,42.893,1860.69,13.263,0
33,26:49.1,73.013,3.212,46.83,2229.37,9.303,0
22,24:21.1,71.922,3.148,39.31,2309.34,13.958,0
16,56:14.9,72.057,2.44,40.712,2049.37,8.978,0
1,26:00.0,64.592,2.302,55.725,2468.4,14.909,0
27,24:29.3,68.771,2.206,43.623,2144.84,12.565,0
25,12:30.0,68.113,2.501,43.547,2021.77,7.822,0
17,37:22.7,75.267,4.264,50.997,1822.28,14.361,0
35,00:12.9,73.19,2.177,47.445,2063.11,16.587,0
4,04:10.2,67.923,1.766,48.349,2517.63,12.594,0
3,26:58.1,68.836,2.444,39.329,2154.48,13.569,0
33,10:05.5,63.976,3.141,43.039,2102.02,14.493,0
8,12:45.9,66.775,2.171,50.169,1993.38,9.819,0
8,00:28.7,42.364,2.057,51.544,1578.31,9.144,0
22,26:55.1,68.513,0.704,42.447,2542.26,18.129,0
31,02:00.2,67.322,1.759,40.199,2243.47,12.843,0
5,36:01.1,79.863,3.277,45.421,2099.44,21.044,0
16,26:58.5,70.013,1.965,43.877,1936.76,4.786,0
29,46:36.1,67.501,3.926,36.847,2216.58,9.879,0
17,06:56.4,69.172,2.362,38.2,1905.67,9.509,0
9,04:12.2,75.755,3.535,43.443,2568.34,11.48,0
15,52:59.6,62.387,2.546,46.424,2033.37,12.066,0
19,05:47.6,71.299,2.604,45.214,2348.25,14,0
20,29:08.4,64.499,2.121,45.946,1721.81,11.369,0
19,43:01.3,45.228,1.159,35.869,2514.21,12.042,0
9,42:25.1,54.904,2.893,49.943,2352.55,11.434,0
25,59:43.4,66.86,3.221,42.654,2208.96,11.228,0
14,17:38.9,52.093,3.233,55.286,1937.86,14.888,0
1,35:18.3,58.264,2.606,52.54,2043.87,11.956,0
34,35:49.0,50.588,1.969,35.469,2328.75,14.495,0
11,45:32.6,63.227,2.729,43.371,2422.16,12.388,0
33,42:18.2,49.115,3.252,43.052,1818.89,10.683,0
32,20:04.2,49.783,1.5,45.715,2268.01,12.919,0
31,10:47.0,65.026,1.946,44.728,2068.84,7.123,0
1,36:49.6,58.821,3.212,52.941,2395.38,16.631,0
15,37:18.2,65.683,3.894,55.272,1679.96,12.664,0
18,05:30.0,65.691,2.161,47.46,2212.34,9.794,0
8,54:44.2,64.787,3.464,45.913,2388.09,11.169,0
30,02:31.3,68.617,1.533,42.501,2169.2,8.171,0
